date_key,date,year,quarter,month,month_name,day,weekday_name,is_weekend
20180411,2018-04-11,2018,2,4,April,11,Wednesday,False
20180412,2018-04-12,2018,2,4,April,12,Thursday,False
20180413,2018-04-13,2018,2,4,April,13,Friday,False
20180414,2018-04-14,2018,2,4,April,14,Saturday,True
20180415,2018-04-15,2018,2,4,April,15,Sunday,True
20180416,2018-04-16,2018,2,4,April,16,Monday,False
20180417,2018-04-17,2018,2,4,April,17,Tuesday,False
20180418,2018-04-18,2018,2,4,April,18,Wednesday,False
20180419,2018-04-19,2018,2,4,April,19,Thursday,False
20180420,2018-04-20,2018,2,4,April,20,Friday,False
20180421,2018-04-21,2018,2,4,April,21,Saturday,True
20180422,2018-04-22,2018,2,4,April,22,Sunday,True
20180423,2018-04-23,2018,2,4,April,23,Monday,False
20180424,2018-04-24,2018,2,4,April,24,Tuesday,False
20180425,2018-04-25,2018,2,4,April,25,Wednesday,False
20180426,2018-04-26,2018,2,4,April,26,Thursday,False
20180427,2018-04-27,2018,2,4,April,27,Friday,False
20180428,2018-04-28,2018,2,4,April,28,Saturday,True
20180429,2018-04-29,2018,2,4,April,29,Sunday,True
20180430,2018-04-30,2018,2,4,April,30,Monday,False
20180501,2018-05-01,2018,2,5,May,1,Tuesday,False
20180502,2018-05-02,2018,2,5,May,2,Wednesday,False
20180503,2018-05-03,2018,2,5,May,3,Thursday,False
20180504,2018-05-04,2018,2,5,May,4,Friday,False
20180505,2018-05-05,2018,2,5,May,5,Saturday,True
20180506,2018-05-06,2018,2,5,May,6,Sunday,True
20180507,2018-05-07,2018,2,5,May,7,Monday,False
20180508,2018-05-08,2018,2,5,May,8,Tuesday,False
20180509,2018-05-09,2018,2,5,May,9,Wednesday,False
20180510,2018-05-10,2018,2,5,May,10,Thursday,False
20180511,2018-05-11,2018,2,5,May,11,Friday,False
20180512,2018-05-12,2018,2,5,May,12,Saturday,True
20180513,2018-05-13,2018,2,5,May,13,Sunday,True
20180514,2018-05-14,2018,2,5,May,14,Monday,False
20180515,2018-05-15,2018,2,5,May,15,Tuesday,False
20180516,2018-05-16,2018,2,5,May,16,Wednesday,False
20180517,2018-05-17,2018,2,5,May,17,Thursday,False
20180518,2018-05-18,2018,2,5,May,18,Friday,False
20180519,2018-05-19,2018,2,5,May,19,Saturday,True
20180520,2018-05-20,2018,2,5,May,20,Sunday,True
20180521,2018-05-21,2018,2,5,May,21,Monday,False
20180522,2018-05-22,2018,2,5,May,22,Tuesday,False
20180523,2018-05-23,2018,2,5,May,23,Wednesday,False
20180524,2018-05-24,2018,2,5,May,24,Thursday,False
20180525,2018-05-25,2018,2,5,May,25,Friday,False
20180526,2018-05-26,2018,2,5,May,26,Saturday,True
20180527,2018-05-27,2018,2,5,May,27,Sunday,True
20180528,2018-05-28,2018,2,5,May,28,Monday,False
20180529,2018-05-29,2018,2,5,May,29,Tuesday,False
20180530,2018-05-30,2018,2,5,May,30,Wednesday,False
20180531,2018-05-31,2018,2,5,May,31,Thursday,False
20180601,2018-06-01,2018,2,6,June,1,Friday,False
20180602,2018-06-02,2018,2,6,June,2,Saturday,True
20180603,2018-06-03,2018,2,6,June,3,Sunday,True
20180604,2018-06-04,2018,2,6,June,4,Monday,False
20180605,2018-06-05,2018,2,6,June,5,Tuesday,False
20180606,2018-06-06,2018,2,6,June,6,Wednesday,False
20180607,2018-06-07,2018,2,6,June,7,Thursday,False
20180608,2018-06-08,2018,2,6,June,8,Friday,False
20180609,2018-06-09,2018,2,6,June,9,Saturday,True
20180610,2018-06-10,2018,2,6,June,10,Sunday,True
20180611,2018-06-11,2018,2,6,June,11,Monday,False
20180612,2018-06-12,2018,2,6,June,12,Tuesday,False
20180613,2018-06-13,2018,2,6,June,13,Wednesday,False
20180614,2018-06-14,2018,2,6,June,14,Thursday,False
20180615,2018-06-15,2018,2,6,June,15,Friday,False
20180616,2018-06-16,2018,2,6,June,16,Saturday,True
20180617,2018-06-17,2018,2,6,June,17,Sunday,True
20180618,2018-06-18,2018,2,6,June,18,Monday,False
20180619,2018-06-19,2018,2,6,June,19,Tuesday,False
20180620,2018-06-20,2018,2,6,June,20,Wednesday,False
20180621,2018-06-21,2018,2,6,June,21,Thursday,False
20180622,2018-06-22,2018,2,6,June,22,Friday,False
20180623,2018-06-23,2018,2,6,June,23,Saturday,True
20180624,2018-06-24,2018,2,6,June,24,Sunday,True
20180625,2018-06-25,2018,2,6,June,25,Monday,False
20180626,2018-06-26,2018,2,6,June,26,Tuesday,False
20180627,2018-06-27,2018,2,6,June,27,Wednesday,False
20180628,2018-06-28,2018,2,6,June,28,Thursday,False
20180629,2018-06-29,2018,2,6,June,29,Friday,False
20180630,2018-06-30,2018,2,6,June,30,Saturday,True
20180701,2018-07-01,2018,3,7,July,1,Sunday,True
20180702,2018-07-02,2018,3,7,July,2,Monday,False
20180703,2018-07-03,2018,3,7,July,3,Tuesday,False
20180704,2018-07-04,2018,3,7,July,4,Wednesday,False
20180705,2018-07-05,2018,3,7,July,5,Thursday,False
20180706,2018-07-06,2018,3,7,July,6,Friday,False
20180707,2018-07-07,2018,3,7,July,7,Saturday,True
20180708,2018-07-08,2018,3,7,July,8,Sunday,True
20180709,2018-07-09,2018,3,7,July,9,Monday,False
20180710,2018-07-10,2018,3,7,July,10,Tuesday,False
20180711,2018-07-11,2018,3,7,July,11,Wednesday,False
20180712,2018-07-12,2018,3,7,July,12,Thursday,False
20180713,2018-07-13,2018,3,7,July,13,Friday,False
20180714,2018-07-14,2018,3,7,July,14,Saturday,True
20180715,2018-07-15,2018,3,7,July,15,Sunday,True
20180716,2018-07-16,2018,3,7,July,16,Monday,False
20180717,2018-07-17,2018,3,7,July,17,Tuesday,False
20180718,2018-07-18,2018,3,7,July,18,Wednesday,False
20180719,2018-07-19,2018,3,7,July,19,Thursday,False
20180720,2018-07-20,2018,3,7,July,20,Friday,False
20180721,2018-07-21,2018,3,7,July,21,Saturday,True
20180722,2018-07-22,2018,3,7,July,22,Sunday,True
20180723,2018-07-23,2018,3,7,July,23,Monday,False
20180724,2018-07-24,2018,3,7,July,24,Tuesday,False
20180725,2018-07-25,2018,3,7,July,25,Wednesday,False
20180726,2018-07-26,2018,3,7,July,26,Thursday,False
20180727,2018-07-27,2018,3,7,July,27,Friday,False
20180728,2018-07-28,2018,3,7,July,28,Saturday,True
20180729,2018-07-29,2018,3,7,July,29,Sunday,True
20180730,2018-07-30,2018,3,7,July,30,Monday,False
20180731,2018-07-31,2018,3,7,July,31,Tuesday,False
20180801,2018-08-01,2018,3,8,August,1,Wednesday,False
20180802,2018-08-02,2018,3,8,August,2,Thursday,False
20180803,2018-08-03,2018,3,8,August,3,Friday,False
20180804,2018-08-04,2018,3,8,August,4,Saturday,True
20180805,2018-08-05,2018,3,8,August,5,Sunday,True
20180806,2018-08-06,2018,3,8,August,6,Monday,False
20180807,2018-08-07,2018,3,8,August,7,Tuesday,False
20180808,2018-08-08,2018,3,8,August,8,Wednesday,False
20180809,2018-08-09,2018,3,8,August,9,Thursday,False
20180810,2018-08-10,2018,3,8,August,10,Friday,False
20180811,2018-08-11,2018,3,8,August,11,Saturday,True
20180812,2018-08-12,2018,3,8,August,12,Sunday,True
20180813,2018-08-13,2018,3,8,August,13,Monday,False
20180814,2018-08-14,2018,3,8,August,14,Tuesday,False
20180815,2018-08-15,2018,3,8,August,15,Wednesday,False
20180816,2018-08-16,2018,3,8,August,16,Thursday,False
20180817,2018-08-17,2018,3,8,August,17,Friday,False
20180818,2018-08-18,2018,3,8,August,18,Saturday,True
20180819,2018-08-19,2018,3,8,August,19,Sunday,True
20180820,2018-08-20,2018,3,8,August,20,Monday,False
20180821,2018-08-21,2018,3,8,August,21,Tuesday,False
20180822,2018-08-22,2018,3,8,August,22,Wednesday,False
20180823,2018-08-23,2018,3,8,August,23,Thursday,False
20180824,2018-08-24,2018,3,8,August,24,Friday,False
20180825,2018-08-25,2018,3,8,August,25,Saturday,True
20180826,2018-08-26,2018,3,8,August,26,Sunday,True
20180827,2018-08-27,2018,3,8,August,27,Monday,False
20180828,2018-08-28,2018,3,8,August,28,Tuesday,False
20180829,2018-08-29,2018,3,8,August,29,Wednesday,False
20180903,2018-09-03,2018,3,9,September,3,Monday,False
